,CVE_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA
1894,F31310,2020-02-28 00:00:00,2020-02-28,
1895,F31311,2020-02-20 00:00:00,2020-03-14,
1896,F31312,2020-03-03 00:00:00,2020-03-29,
1897,F31313,2020-02-12 00:00:00,2020-02-28,
1898,F31314,2020-02-28 00:00:00,2020-02-28,
1899,F31315,2020-02-28 00:00:00,2020-02-28,
1900,F31316,2020-02-11 00:00:00,2020-03-14,
1901,F31317,2020-02-28 00:00:00,2020-02-28,
1902,F31318,2020-02-28 00:00:00,2020-02-28,
1903,F31319,2020-02-28 00:00:00,2020-02-28,
1904,F31320,2020-02-28 00:00:00,2020-02-28,
1905,F31321,2020-02-28 00:00:00,2020-02-28,
1906,F31322,2020-02-28 00:00:00,2020-02-28,
1907,F31323,2020-02-27 00:00:00,2020-02-28,
1908,F31324,2020-02-28 00:00:00,2020-02-28,
1909,F31325,2020-02-28 00:00:00,2020-02-28,
1910,F31326,2020-02-28 00:00:00,2020-02-28,
1911,F31327,2020-02-28 00:00:00,2020-02-28,
1912,F31328,2020-02-28 00:00:00,2020-03-14,
1913,F31329,2020-02-28 00:00:00,2020-02-28,
1914,F31330,2020-02-28 00:00:00,2020-02-28,
1915,F31331,2020-02-28 00:00:00,2020-02-28,
1916,F31332,2020-02-28 00:00:00,2020-02-28,
1917,F31333,2020-02-28 00:00:00,2020-02-28,
1918,F31334,2020-02-24 00:00:00,2020-02-28,
1919,F31335,2020-02-06 00:00:00,2020-02-28,
1920,F31336,2020-02-25 00:00:00,2020-02-28,
1921,F31337,2020-02-28 00:00:00,2020-02-28,
1922,F31338,2020-02-25 00:00:00,2020-02-28,
1923,F31339,2020-02-27 00:00:00,2020-04-28,
1924,F31340,2020-03-03 00:00:00,2020-03-14,
1925,F31341,2020-02-28 00:00:00,2020-02-28,
1926,F31342,2020-02-28 00:00:00,2020-02-28,
1927,F31343,2020-02-28 00:00:00,2020-02-28,
1928,F31344,2020-02-28 00:00:00,2020-02-28,
1929,F31345,2020-02-28 00:00:00,2020-02-28,
1930,F31346,2020-02-28 00:00:00,2020-03-14,
1931,F31347,2020-02-28 00:00:00,2020-02-28,
1932,F31348,2020-02-28 00:00:00,2020-02-28,
1933,F31349,2020-02-28 00:00:00,2020-02-28,
1934,F31350,2020-02-28 00:00:00,2020-03-14,
1935,F31351,2020-02-28 00:00:00,2020-02-28,
1936,F31352,2020-02-28 00:00:00,2020-02-28,
1937,F31353,2020-02-28 00:00:00,2020-02-28,
1938,F31354,2020-02-28 00:00:00,2020-02-28,
1939,F31355,2020-02-28 00:00:00,2020-02-28,
1940,F31356,2020-02-28 00:00:00,2020-02-28,
1941,F31357,2020-02-28 00:00:00,2020-02-28,2020-03-02
1942,F31358,2020-02-28 00:00:00,2020-02-28,
1943,F31359,2020-02-28 00:00:00,2020-03-14,
1944,F31360,2020-02-28 00:00:00,2020-02-28,
1945,F31361,2020-02-28 00:00:00,2020-02-28,2020-03-02
1946,F31362,2020-02-28 00:00:00,2020-02-28,
1947,F31363,2020-02-28 00:00:00,2020-02-28,
1948,F31364,2020-02-28 00:00:00,2020-02-28,
1949,F31365,2020-03-02 00:00:00,2020-03-03,
1950,F31366,2020-03-03 00:00:00,2020-03-18,
1951,F31367,2020-02-21 00:00:00,2020-05-07,
1952,F31368,2020-03-02 00:00:00,2020-03-03,
1953,F31369,2020-02-19 00:00:00,2020-03-03,
1954,F31370,2020-03-02 00:00:00,2020-03-03,
1955,F31371,2020-03-03 00:00:00,2020-03-03,
1956,F31372,2020-02-21 00:00:00,2020-04-02,
1957,F31373,2020-03-03 00:00:00,2020-03-18,
1958,F31374,2020-03-03 00:00:00,2020-03-03,
1959,F31375,2020-02-28 00:00:00,2020-03-03,
1960,F31376,2020-02-17 00:00:00,2020-03-03,
1961,F31377,2020-03-02 00:00:00,2020-03-03,
1962,F31378,2020-03-02 00:00:00,2020-03-03,
1963,F31379,2020-03-02 00:00:00,2020-03-03,2020-03-03
1964,F31380,2020-02-25 00:00:00,2020-03-03,
1965,F31381,2020-02-25 00:00:00,2020-03-03,
1966,F31382,2020-02-17 00:00:00,2020-03-03,
1967,F31383,2020-03-02 00:00:00,2020-03-03,
1968,F31384,2020-03-02 00:00:00,2020-03-03,
1969,F31385,2020-03-03 00:00:00,2020-03-18,
1970,F31386,2020-03-02 00:00:00,2020-03-03,
1971,F31387,2020-03-03 00:00:00,2020-03-03,
1972,F31388,2020-03-03 00:00:00,2020-03-03,
1973,F31389,2020-03-03 00:00:00,2020-03-03,
1974,F31390,2020-03-02 00:00:00,2020-03-03,
1975,F31391,2020-02-18 00:00:00,2020-03-18,
1976,F31392,2020-03-04 00:00:00,2020-03-04,
1977,F31393,2020-02-19 00:00:00,2020-03-04,
1978,F31394,2020-03-03 00:00:00,2020-03-04,
1979,F31395,2020-03-04 00:00:00,2020-03-19,
1980,F31396,2020-03-04 00:00:00,2020-04-03,
1981,F31397,2020-03-04 00:00:00,2020-04-03,
1982,F31398,2020-03-04 00:00:00,2020-03-04,
1983,F31399,2020-03-03 00:00:00,2020-03-04,
1984,F31400,2020-03-03 00:00:00,2020-03-04,
1985,F31401,2020-03-04 00:00:00,2020-03-04,
1986,F31402,2020-03-04 00:00:00,2020-04-03,
1987,F31403,2020-03-04 00:00:00,2020-03-04,
1988,F31404,2020-03-04 00:00:00,2020-03-04,
1989,F31405,2020-03-04 00:00:00,2020-04-03,
1990,F31406,2020-03-04 00:00:00,2020-03-19,
1991,F31407,2020-03-04 00:00:00,2020-03-04,
1992,F31408,2020-03-04 00:00:00,2020-03-04,
1993,F31409,2020-03-04 00:00:00,2020-03-12,
1994,F31410,2020-02-07 00:00:00,2020-03-04,
1995,F31411,2020-03-04 00:00:00,2020-03-04,
1996,F31412,2020-03-05 00:00:00,2020-03-05,
1997,F31413,2020-02-25 00:00:00,2020-03-05,
1998,F31414,2020-03-05 00:00:00,2020-03-05,
1999,F31415,2020-03-05 00:00:00,2020-03-05,
2000,F31416,2020-02-28 00:00:00,2020-03-05,2020-03-09
2001,F31417,2020-03-05 00:00:00,2020-03-05,
2002,F31418,2020-03-05 00:00:00,2020-03-05,
2003,F31419,2020-02-28 00:00:00,2020-03-05,
2004,F31420,2020-03-05 00:00:00,2020-03-05,
2005,F31421,00:00:00,2020-03-05,
2006,F31422,2020-02-27 00:00:00,2020-03-05,
2007,F31423,2020-03-06 00:00:00,2020-04-20,
2008,F31424,2020-03-06 00:00:00,2020-03-06,
2009,F31425,2020-02-28 00:00:00,2020-03-06,
2010,F31426,2020-03-02 00:00:00,2020-03-21,
2011,F31427,2020-03-06 00:00:00,2020-03-06,
2012,F31428,2020-02-07 00:00:00,2020-03-06,
2013,F31429,2020-03-06 00:00:00,2020-03-06,
2014,F31430,2020-03-06 00:00:00,2020-03-06,
2015,F31431,2020-03-06 00:00:00,2020-03-06,
2016,F31432,2020-03-06 00:00:00,2020-03-21,
2017,F31433,2020-02-27 00:00:00,2020-04-05,
2018,F31434,2020-03-06 00:00:00,2020-04-05,
2019,F31435,2020-03-05 00:00:00,2020-04-08,
2020,F31436,2020-03-09 00:00:00,2020-03-09,
2021,F31437,2020-03-06 00:00:00,2020-04-08,
2022,F31438,2020-02-28 00:00:00,2020-03-09,
2023,F31439,2020-03-02 00:00:00,2020-03-09,
2024,F31440,2020-02-27 00:00:00,2020-04-08,
2025,F31441,2020-03-09 00:00:00,2020-03-09,
2026,F31442,2020-03-09 00:00:00,2020-03-09,
2027,F31443,2020-03-09 00:00:00,2020-03-09,
2028,F31444,2020-03-09 00:00:00,2020-03-09,
2029,F31445,2020-03-09 00:00:00,2020-03-09,
2030,F31446,2020-02-28 00:00:00,2020-03-09,
2031,F31447,2020-03-12 00:00:00,2020-04-08,
2032,F31448,2020-02-24 00:00:00,2020-03-09,
2033,F31449,2020-02-24 00:00:00,2020-03-09,
2034,F31450,2020-02-26 00:00:00,2020-03-09,
2035,F31451,2020-03-10 00:00:00,2020-03-10,
2036,F31452,2020-02-13 00:00:00,2020-03-10,
2037,F31453,2020-03-03 00:00:00,2020-03-10,
2038,F31454,2020-03-10 00:00:00,2020-03-10,
2039,F31455,2020-02-24 00:00:00,2020-03-10,
2040,F31456,2020-03-10 00:00:00,2020-03-10,
2041,F31457,2020-03-03 00:00:00,2020-03-10,
2042,F31458,2020-03-10 00:00:00,2020-03-10,
2043,F31459,2020-03-05 00:00:00,2020-03-10,
2044,F31460,2020-03-10 00:00:00,2020-03-10,
2045,F31461,2020-03-10 00:00:00,2020-03-10,
2046,F31462,2020-03-10 00:00:00,2020-03-10,
2047,F31463,2020-03-12 00:00:00,2020-04-10,
2048,F31464,2020-03-11 00:00:00,2020-03-26,
2049,F31465,2020-03-11 00:00:00,2020-03-11,
2050,F31466,2020-03-11 00:00:00,2020-03-11,
2051,F31467,2020-03-11 00:00:00,2020-03-11,
2052,F31468,2020-03-11 00:00:00,2020-03-11,
2053,F31469,2020-03-11 00:00:00,2020-03-11,
2054,F31470,2020-03-11 00:00:00,2020-03-26,
2055,F31471,2020-03-11 00:00:00,2020-03-11,
2056,F31472,2020-03-02 00:00:00,2020-03-11,
2057,F31473,2020-02-20 00:00:00,2020-03-11,
2058,F31474,2020-03-11 00:00:00,2020-05-10,
2059,F31475,2020-03-11 00:00:00,2020-05-10,
2060,F31476,2020-03-11 00:00:00,2020-05-10,
2061,F31477,2020-03-12 00:00:00,2020-05-11,
2062,F31478,2020-03-03 00:00:00,2020-04-11,
2063,F31479,2020-03-13 00:00:00,2020-04-11,
2064,F31480,2020-03-05 00:00:00,2020-03-27,
2065,F31481,2020-03-09 00:00:00,2020-04-11,
2066,F31482,2020-03-12 00:00:00,2020-03-12,
2067,F31483,2020-03-09 00:00:00,2020-04-11,
2068,F31484,2020-03-12 00:00:00,2020-03-12,
2069,F31485,2020-02-28 00:00:00,2020-03-12,
2070,F31486,2020-02-25 00:00:00,2020-03-12,
2071,F31487,2020-02-24 00:00:00,2020-03-12,
2072,F31488,2020-02-24 00:00:00,2020-03-12,
2073,F31489,2020-03-12 00:00:00,2020-03-12,
2074,F31490,2020-03-12 00:00:00,2020-03-12,
2075,F31491,2020-03-12 00:00:00,2020-03-12,
2076,F31492,2020-03-12 00:00:00,2020-03-12,
2077,F31493,2020-03-13 00:00:00,2020-03-13,2020-03-13
2078,F31494,2020-03-09 00:00:00,2020-03-28,
2079,F31495,2020-03-13 00:00:00,2020-03-28,
2080,F31496,2020-03-12 00:00:00,2020-03-13,
2081,F31497,2020-03-13 00:00:00,2020-03-13,
2082,F31498,2020-03-11 00:00:00,2020-03-13,
2083,F31499,2020-03-12 00:00:00,2020-03-13,
2084,F31500,2020-02-18 00:00:00,2020-03-13,
2085,F31501,2020-03-13 00:00:00,2020-03-13,2020-03-27
2086,F31502,2020-03-13 00:00:00,2020-03-13,
2087,F31503,00:00:00,2020-03-13,
2088,F31504,2020-03-13 00:00:00,2020-03-13,
2089,F31505,2020-03-13 00:00:00,2020-03-13,
2090,F31506,2020-03-13 00:00:00,2020-03-13,
2091,F31507,2020-03-13 00:00:00,2020-03-13,
2092,F31508,2020-03-09 00:00:00,2020-03-13,
2093,F31509,2020-03-02 00:00:00,2020-03-13,
2094,F31510,2020-03-13 00:00:00,2020-03-13,
2095,F31511,2020-03-13 00:00:00,2020-03-13,
2096,F31512,2020-02-24 00:00:00,2020-03-17,
2097,F31513,2020-03-17 00:00:00,2020-04-16,
2098,F31514,2020-03-18 00:00:00,2020-04-16,
2099,F31515,2020-03-09 00:00:00,2020-03-17,
2100,F31516,2020-03-17 00:00:00,2020-03-17,
2101,F31517,2020-03-04 00:00:00,2020-03-17,
2102,F31518,2020-03-10 00:00:00,2020-03-17,
2103,F31519,2020-03-17 00:00:00,2020-03-17,
2104,F31520,2020-03-17 00:00:00,2020-03-17,
2105,F31521,2020-03-17 00:00:00,2020-03-17,
2106,F31522,2020-03-11 00:00:00,2020-03-17,
2107,F31523,2020-03-17 00:00:00,2020-03-17,
2108,F31524,2020-03-13 00:00:00,2020-03-17,
2109,F31525,2020-03-17 00:00:00,2020-03-17,
2110,F31526,2020-03-17 00:00:00,2020-03-17,
2111,F31527,2020-03-09 00:00:00,2020-03-26,
2112,F31528,2020-03-18 00:00:00,2020-04-17,
2113,F31529,2020-03-17 00:00:00,2020-03-18,
2114,F31530,2020-03-18 00:00:00,2020-03-18,
2115,F31531,2020-03-17 00:00:00,2020-04-17,
2116,F31532,2020-03-13 00:00:00,2020-03-18,
2117,F31533,2020-03-18 00:00:00,2020-03-18,
2118,F31534,2020-03-18 00:00:00,2020-03-18,
2119,F31535,2020-03-18 00:00:00,2020-03-18,
2120,F31536,2020-03-18 00:00:00,2020-03-18,
2121,F31537,2020-03-18 00:00:00,2020-03-18,
2122,F31538,2020-03-18 00:00:00,2020-03-18,
2123,F31539,2020-03-18 00:00:00,2020-03-18,
2124,F31540,2020-03-04 00:00:00,2020-03-18,
2125,F31541,2020-03-18 00:00:00,2020-05-17,
2126,F31542,2020-02-26 00:00:00,2020-04-03,
2127,F31543,2020-03-17 00:00:00,2020-03-27,
2128,F31544,2020-03-18 00:00:00,2020-03-27,
2129,F31545,2020-03-10 00:00:00,2020-03-19,
2130,F31546,2020-03-12 00:00:00,2020-04-18,
2131,F31547,2020-03-19 00:00:00,2020-03-19,
2132,F31548,2020-03-19 00:00:00,2020-04-18,
2133,F31549,2020-03-19 00:00:00,2020-03-19,
2134,F31550,2020-03-19 00:00:00,2020-03-19,
2135,F31551,2020-03-19 00:00:00,2020-03-19,
2136,F31552,2020-03-19 00:00:00,2020-03-19,
2137,F31553,2020-03-19 00:00:00,2020-03-19,
2138,F31554,2020-03-19 00:00:00,2020-03-19,
2139,F31555,2020-03-13 00:00:00,2020-03-19,
2140,F31556,2020-03-19 00:00:00,2020-03-19,
2141,F31557,2020-03-19 00:00:00,2020-03-19,
2142,F31558,2020-03-19 00:00:00,2020-03-19,
2143,F31559,2020-02-21 00:00:00,2020-04-03,
2144,F31560,2020-03-20 00:00:00,2020-03-20,
2145,F31561,2020-03-20 00:00:00,2020-03-20,
2146,F31562,2020-03-20 00:00:00,2020-03-20,
2147,F31563,2020-03-11 00:00:00,2020-03-20,
2148,F31564,2020-03-20 00:00:00,2020-03-20,
2149,F31565,2020-03-20 00:00:00,2020-03-20,
2150,F31566,2020-03-20 00:00:00,2020-04-19,
2151,F31567,2020-03-20 00:00:00,2020-03-20,
2152,F31568,2020-03-20 00:00:00,2020-03-20,
2153,F31569,2020-03-20 00:00:00,2020-03-20,
2154,F31570,2020-03-20 00:00:00,2020-03-20,
2155,F31571,2020-03-20 00:00:00,2020-04-19,
2156,F31572,2020-03-20 00:00:00,2020-03-20,
2157,F31573,2020-03-13 00:00:00,2020-03-20,
2158,F31574,2020-03-20 00:00:00,2020-03-20,
2159,F31575,2020-03-20 00:00:00,2020-03-20,
2160,F31576,2020-03-20 00:00:00,2020-04-19,
2161,F31577,2020-03-09 00:00:00,2020-03-23,
2162,F31578,2020-02-25 00:00:00,2020-05-27,
2163,F31579,2020-03-17 00:00:00,2020-04-22,
2164,F31580,2020-03-11 00:00:00,2020-04-22,2020-03-24
2165,F31581,2020-03-03 00:00:00,2020-03-23,
2166,F31582,2020-03-13 00:00:00,2020-04-22,
2167,F31583,2020-02-18 00:00:00,2020-05-22,
2168,F31584,2020-03-17 00:00:00,2020-04-07,
2169,F31585,2020-03-11 00:00:00,2020-03-23,
2170,F31586,2020-03-23 00:00:00,2020-03-23,
2171,F31587,2020-03-23 00:00:00,2020-03-23,
2172,F31588,2020-02-24 00:00:00,2020-03-23,
2173,F31589,2020-03-17 00:00:00,2020-04-07,
2174,F31590,2020-03-23 00:00:00,2020-03-23,
2175,F31591,2020-03-23 00:00:00,2020-03-23,
2176,F31592,2020-03-20 00:00:00,2020-04-22,
2177,F31593,2020-03-24 00:00:00,2020-03-24,
2178,F31594,2020-03-20 00:00:00,2020-03-24,
2179,F31595,2020-03-24 00:00:00,2020-03-24,
2180,F31596,2020-03-23 00:00:00,2020-03-24,
2181,F31597,2020-03-25 00:00:00,2020-04-23,
2182,F31598,2020-04-03 00:00:00,2020-04-23,
2183,F31599,2020-03-24 00:00:00,2020-03-24,
2184,F31600,2020-03-24 00:00:00,2020-03-24,
2185,F31601,2020-03-24 00:00:00,2020-03-24,
2186,F31602,2020-03-11 00:00:00,2020-04-23,
2187,F31603,2020-03-04 00:00:00,2020-03-24,
2188,F31604,2020-03-24 00:00:00,2020-03-24,
2189,F31605,2020-03-25 00:00:00,2020-04-08,
2190,F31606,2020-03-24 00:00:00,2020-03-24,
2191,F31607,2020-03-18 00:00:00,2020-04-24,
2192,F31608,2019-11-28 00:00:00,2020-03-25,
2193,F31609,2020-03-20 00:00:00,2020-04-24,
2194,F31610,2020-03-25 00:00:00,2020-03-25,
2195,F31611,2020-03-24 00:00:00,2020-03-25,
2196,F31612,2020-03-13 00:00:00,2020-03-25,
2197,F31613,2020-03-24 00:00:00,2020-03-25,
2198,F31614,2020-03-25 00:00:00,2020-04-09,
2199,F31615,00:00:00,2020-03-25,
2200,F31616,2020-03-18 00:00:00,2020-03-25,
2201,F31617,2020-02-13 00:00:00,2020-03-25,
2202,F31618,2020-03-25 00:00:00,2020-03-25,
2203,F31619,2020-03-25 00:00:00,2020-03-25,
2204,F31620,2020-03-09 00:00:00,2020-03-25,
2205,F31621,2020-03-25 00:00:00,2020-03-25,
2206,F31622,2020-03-25 00:00:00,2020-03-25,
2207,F31623,2020-03-25 00:00:00,2020-04-09,
2208,F31624,2020-03-18 00:00:00,2020-03-25,
2209,F31625,2020-03-25 00:00:00,2020-04-03,
2210,F31626,2020-03-17 00:00:00,2020-04-25,
2211,F31627,2020-03-25 00:00:00,2020-04-25,
2212,F31628,2020-03-26 00:00:00,2020-03-26,
2213,F31629,2020-03-20 00:00:00,2020-03-26,
2214,F31630,2020-03-18 00:00:00,2020-03-26,
2215,F31631,2020-03-03 00:00:00,2020-04-26,
2216,F31632,2020-03-27 00:00:00,2020-03-27,
2217,F31633,2020-03-19 00:00:00,2020-03-27,
2218,F31634,2020-03-27 00:00:00,2020-03-27,
2219,F31635,2020-03-27 00:00:00,2020-03-27,
2220,F31636,2020-03-26 00:00:00,2020-03-27,
2221,F31637,2020-03-24 00:00:00,2020-03-27,
2222,F31638,2020-03-27 00:00:00,2020-03-27,
2223,F31639,2020-03-27 00:00:00,2020-03-27,
2224,F31640,2020-03-27 00:00:00,2020-04-11,
2225,F31641,2020-03-23 00:00:00,2020-04-07,
2226,F31642,2020-03-20 00:00:00,2020-03-30,
2227,F31643,2020-03-30 00:00:00,2020-03-30,
2228,F31644,2020-03-30 00:00:00,2020-03-30,
2229,F31645,2020-03-23 00:00:00,2020-04-14,
2230,F31646,2020-03-30 00:00:00,2020-04-14,
2231,F31647,2020-03-11 00:00:00,2020-03-30,
2232,F31648,2020-03-30 00:00:00,2020-03-30,
2233,F31649,2020-03-30 00:00:00,2020-03-30,
2234,F31650,2020-03-30 00:00:00,2020-04-14,
2235,F31651,2020-03-30 00:00:00,2020-03-30,
2236,F31652,2020-03-30 00:00:00,2020-03-30,
2237,F31653,2020-03-30 00:00:00,2020-03-30,
2238,F31654,2020-03-18 00:00:00,2020-04-30,
2239,F31655,2020-03-31 00:00:00,2020-03-31,
2240,F31656,2020-03-23 00:00:00,2020-03-31,
2241,F31657,2020-03-31 00:00:00,2020-03-31,
2242,F31658,2020-03-31 00:00:00,2020-03-31,2020-03-31
2243,F31659,2020-03-31 00:00:00,2020-03-31,
2244,F31660,2020-03-19 00:00:00,2020-04-30,
2245,F31661,2020-03-31 00:00:00,2020-03-31,
2246,F31662,2020-03-30 00:00:00,2020-04-30,
2247,F31663,2020-03-20 00:00:00,2020-03-31,
2248,F31664,2020-03-20 00:00:00,2020-03-31,
2249,F31665,2020-03-31 00:00:00,2020-03-31,
2250,F31666,2020-03-31 00:00:00,2020-03-31,
2251,F31667,2020-03-31 00:00:00,2020-04-15,
2252,F31668,2020-03-31 00:00:00,2020-03-31,
2253,F31669,2020-03-31 00:00:00,2020-03-31,
2254,F31670,2020-03-31 00:00:00,2020-03-31,
2255,F31671,2020-03-17 00:00:00,2020-04-15,
2256,F31672,2020-03-31 00:00:00,2020-03-31,
2257,F31673,2020-03-31 00:00:00,2020-03-31,
2258,F31674,2020-03-26 00:00:00,2020-03-31,
2259,F31675,2020-03-31 00:00:00,2020-03-31,
2260,F31676,2020-03-31 00:00:00,2020-03-31,
2261,F31677,2020-03-31 00:00:00,2020-03-31,
2262,F31678,2020-03-31 00:00:00,2020-03-31,2020-04-01
2263,F31679,2020-03-31 00:00:00,2020-03-31,
2264,F31680,2020-03-31 00:00:00,2020-04-15,2020-03-31
2265,F31681,2020-03-31 00:00:00,2020-03-31,
2266,F31682,2020-03-31 00:00:00,2020-03-31,
2267,F31683,2020-03-31 00:00:00,2020-03-31,
2268,F31684,2020-03-31 00:00:00,2020-03-31,2020-04-01
2269,F31685,2020-03-31 00:00:00,2020-03-31,
2270,F31686,2020-03-31 00:00:00,2020-03-31,
2271,F31687,2020-03-31 00:00:00,2020-04-15,2020-03-31
2272,F31688,2020-03-31 00:00:00,2020-03-31,
2273,F31689,2020-03-31 00:00:00,2020-03-31,
2274,F31690,2020-04-06 00:00:00,2020-04-30,
2275,F31691,2020-03-27 00:00:00,2020-03-31,
2276,F31692,2020-03-30 00:00:00,2020-05-17,
2277,F31693,2020-03-23 00:00:00,2020-05-17,2020-04-02
2278,F31694,2020-03-23 00:00:00,2020-04-17,
2279,F31695,2019-10-04 00:00:00,2020-05-17,
2280,F31696,2020-03-11 00:00:00,2020-04-02,
2281,F31697,2020-04-02 00:00:00,2020-04-17,
2282,F31698,2020-03-02 00:00:00,2020-04-02,
2283,F31699,2020-04-02 00:00:00,2020-04-02,
2284,F31700,2020-03-28 00:00:00,2020-04-10,
2285,F31701,2020-03-30 00:00:00,2020-05-02,
2286,F31702,2020-04-02 00:00:00,2020-06-01,
2287,F31703,2020-04-02 00:00:00,2020-04-02,
2288,F31704,2020-03-26 00:00:00,2020-04-02,
2289,F31705,2020-04-02 00:00:00,2020-04-02,
2290,F31706,2020-04-02 00:00:00,2020-04-02,
2291,F31707,2020-04-01 00:00:00,2020-04-02,
2292,F31708,2020-03-31 00:00:00,2020-04-02,
2293,F31709,2020-03-24 00:00:00,2020-04-18,
2294,F31710,2020-04-03 00:00:00,2020-04-03,
2295,F31711,2020-04-03 00:00:00,2020-04-03,
2296,F31712,2020-03-26 00:00:00,2020-04-11,
2297,F31713,2020-04-01 00:00:00,2020-04-11,
2298,F31714,2020-04-07 00:00:00,2020-05-07,
2299,F31715,2020-02-21 00:00:00,2020-04-23,
2300,F31716,2020-04-08 00:00:00,2020-04-23,2020-04-16
2301,F31717,2020-04-08 00:00:00,2020-04-23,
2302,F31718,2020-04-06 00:00:00,2020-04-14,
2303,F31719,2020-03-27 00:00:00,2020-04-14,
2304,F31720,2020-04-06 00:00:00,2020-04-14,
2305,F31721,2020-04-16 00:00:00,2020-04-16,
2306,F31722,2020-04-17 00:00:00,2020-04-17,
2307,F31723,2020-04-14 00:00:00,2020-05-17,
2308,F31724,2020-04-20 00:00:00,2020-04-20,
2309,F31725,2020-03-09 00:00:00,2020-04-20,
2310,F31726,2020-04-20 00:00:00,2020-04-20,
2311,F31727,2020-04-20 00:00:00,2020-05-05,
2312,F31728,2020-04-20 00:00:00,2020-05-05,
2313,F31729,2020-04-20 00:00:00,2020-05-05,
2314,F31730,2020-04-03 00:00:00,2020-05-21,
2315,F31731,2020-04-21 00:00:00,2020-04-21,
2316,F31732,2020-04-16 00:00:00,2020-04-21,
2317,F31733,2020-04-16 00:00:00,2020-06-20,
2318,F31734,2020-04-01 00:00:00,2020-05-22,
2319,F31735,2020-04-22 00:00:00,2020-04-22,
2320,F31736,2020-03-30 00:00:00,2020-04-22,
2321,F31737,2020-04-17 00:00:00,2020-04-30,
2322,F31738,2020-04-20 00:00:00,2020-05-22,
2323,F31739,2020-04-22 00:00:00,2020-04-22,
2324,F31740,2020-04-16 00:00:00,2020-04-22,
2325,F31741,2020-04-22 00:00:00,2020-04-23,
2326,F31742,2020-04-23 00:00:00,2020-06-22,
2327,F31743,2020-04-23 00:00:00,2020-04-23,
2328,F31744,2020-04-14 00:00:00,2020-05-24,
2329,F31745,2020-03-30 00:00:00,2020-04-24,
2330,F31746,2020-04-24 00:00:00,2020-04-24,
2331,F31747,2020-04-24 00:00:00,2020-04-24,
2332,F31748,2020-04-16 00:00:00,2020-05-27,
2333,F31749,2020-04-17 00:00:00,2020-05-27,
2334,F31750,2020-04-24 00:00:00,2020-04-27,
2335,F31751,2020-04-27 00:00:00,2020-04-27,
2336,F31752,2020-04-27 00:00:00,2020-04-27,
2337,F31753,2020-04-27 00:00:00,2020-04-27,
2338,F31754,2020-04-27 00:00:00,2020-04-27,
2339,F31755,2020-03-24 00:00:00,2020-04-27,
2340,F31756,2020-04-27 00:00:00,2020-04-27,
2341,F31757,2020-04-01 00:00:00,2020-05-05,
2342,F31758,2020-04-27 00:00:00,2020-04-27,
2343,F31759,2020-04-08 00:00:00,2020-05-27,
2344,F31760,2020-04-17 00:00:00,2020-05-27,
2345,F31761,2020-04-27 00:00:00,2020-04-27,2020-04-29
2346,F31762,2020-04-28 00:00:00,2020-04-28,
2347,F31763,2020-04-28 00:00:00,2020-05-13,
2348,F31764,2020-04-30 00:00:00,2020-06-27,
2349,F31765,2020-04-28 00:00:00,2020-04-28,
2350,F31766,2020-04-28 00:00:00,2020-04-28,
2351,F31767,2020-04-01 00:00:00,2020-04-28,
2352,F31768,2020-04-01 00:00:00,2020-04-28,
2353,F31769,2020-04-28 00:00:00,2020-04-28,
2354,F31770,2020-04-28 00:00:00,2020-04-28,
2355,F31771,2020-04-28 00:00:00,2020-04-28,
2356,F31772,2020-04-28 00:00:00,2020-04-28,
2357,F31773,2020-04-29 00:00:00,2020-04-29,
2358,F31774,2020-04-29 00:00:00,2020-04-29,
2359,F31775,2020-04-29 00:00:00,2020-04-29,
2360,F31776,2020-04-29 00:00:00,2020-04-29,
2361,F31777,2020-04-29 00:00:00,2020-04-29,
2362,F31778,2020-04-29 00:00:00,2020-04-29,
2363,F31779,2020-04-29 00:00:00,2020-04-29,
2364,F31780,2020-04-29 00:00:00,2020-04-29,
2365,F31781,2020-04-29 00:00:00,2020-04-29,
2366,F31782,2020-04-29 00:00:00,2020-04-29,
2367,F31783,2020-04-29 00:00:00,2020-04-29,
2368,F31784,2020-04-15 00:00:00,2020-04-29,
2369,F31785,2020-04-29 00:00:00,2020-04-29,
2370,F31786,2020-04-02 00:00:00,2020-05-29,
2371,F31787,2020-04-29 00:00:00,2020-04-29,
2372,F31788,2020-04-29 00:00:00,2020-04-29,
2373,F31789,2020-04-30 00:00:00,2020-04-30,
2374,F31790,2020-04-16 00:00:00,2020-05-15,
2375,F31791,2020-04-23 00:00:00,2020-04-30,
2376,F31792,2020-04-30 00:00:00,2020-04-30,
2377,F31793,2020-04-30 00:00:00,2020-04-30,
2378,F31794,2020-04-30 00:00:00,2020-04-30,
2379,F31795,2020-03-09 00:00:00,2020-04-30,
2380,F31796,2020-04-23 00:00:00,2020-04-30,
2381,F31797,2020-04-30 00:00:00,2020-04-30,
2382,F31798,2020-04-30 00:00:00,2020-04-30,
2383,F31799,2020-04-01 00:00:00,2020-04-30,
2384,F31800,2020-04-28 00:00:00,2020-06-04,
2385,F31801,2020-04-07 00:00:00,2020-06-04,
2386,F31802,2020-05-05 00:00:00,2020-05-20,
2387,F31803,2020-05-06 00:00:00,2020-05-21,
2388,F31804,2020-05-07 00:00:00,2020-05-07,
2389,F31805,2020-05-08 00:00:00,2020-05-08,
