,CVE_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA
0,F29414,2019-09-03 00:00:00,2019-09-18,2019-09-04
1,F29415,2019-09-03 00:00:00,2019-10-03,2019-09-03
2,F29416,2019-09-03 00:00:00,2019-10-03,2019-09-03
3,F29417,2019-09-03 00:00:00,2019-10-03,2019-09-17
4,F29418,2019-09-03 00:00:00,2019-09-03,2019-09-10
5,F29419,2019-09-04 00:00:00,2019-09-19,
6,F29420,2019-09-04 00:00:00,2019-09-04,2019-09-04
7,F29421,2019-09-04 00:00:00,2019-09-04,
8,F29422,2019-09-02 00:00:00,2019-09-04,2019-09-04
9,F29423,2019-09-02 00:00:00,2019-09-04,2019-09-04
10,F29424,2019-09-03 00:00:00,2019-09-04,
11,F29425,2019-09-02 00:00:00,2019-09-04,
12,F29426,2019-09-04 00:00:00,2019-09-04,2019-09-11
13,F29427,2019-09-04 00:00:00,2019-09-04,
14,F29428,2019-09-04 00:00:00,2019-09-19,2019-09-11
15,F29429,2019-09-04 00:00:00,2019-09-04,
16,F29430,2019-09-05 00:00:00,2019-09-20,
17,F29431,2019-09-05 00:00:00,2019-09-05,2019-09-11
18,F29432,2019-09-05 00:00:00,2019-09-20,2019-09-06
19,F29433,2019-09-05 00:00:00,2019-09-05,2019-09-11
20,F29434,2019-09-06 00:00:00,2019-09-21,2019-09-06
21,F29435,2019-09-06 00:00:00,2019-10-06,
22,F29436,2019-09-06 00:00:00,2019-09-21,2019-09-12
23,F29437,2019-09-06 00:00:00,2019-09-06,
24,F29438,2019-09-06 00:00:00,2019-09-21,
25,F29439,2019-09-06 00:00:00,2019-09-06,
26,F29440,2019-09-09 00:00:00,2019-09-09,
27,F29441,2019-09-09 00:00:00,2019-09-09,2019-09-11
28,F29442,2019-09-09 00:00:00,2019-09-09,
29,F29443,2019-09-09 00:00:00,2019-09-09,
30,F29444,2019-09-09 00:00:00,2019-09-09,
31,F29445,2019-09-09 00:00:00,2019-09-09,
32,F29446,2019-09-09 00:00:00,2019-09-24,2019-09-13
33,F29447,2019-09-10 00:00:00,2019-09-10,
34,F29448,2019-09-10 00:00:00,2019-09-10,
35,F29449,2019-09-10 00:00:00,2019-09-10,
36,F29450,2019-09-10 00:00:00,2019-09-10,
37,F29451,2019-09-10 00:00:00,2019-09-10,
38,F29452,2019-09-10 00:00:00,2019-09-10,
39,F29453,2019-09-04 00:00:00,2019-09-10,
40,F29454,2019-09-10 00:00:00,2019-09-10,
41,F29455,2019-09-10 00:00:00,2019-09-10,
42,F29456,2019-09-10 00:00:00,2019-09-25,2019-09-10
43,F29457,2019-09-10 00:00:00,2019-09-25,2019-09-10
44,F29458,2019-09-10 00:00:00,2019-09-25,
45,F29459,2019-09-10 00:00:00,2019-09-10,
46,F29460,2019-09-10 00:00:00,2019-10-10,
47,F29461,2019-09-10 00:00:00,2019-09-25,
48,F29462,2019-09-10 00:00:00,2019-09-10,2019-09-12
49,F29463,2019-09-10 00:00:00,2019-11-09,2019-09-12
50,F29464,2019-09-11 00:00:00,2019-11-10,
51,F29465,2019-09-11 00:00:00,2019-09-11,
52,F29466,2019-09-11 00:00:00,2019-09-11,
53,F29467,2019-09-11 00:00:00,2019-09-11,
54,F29468,2019-09-11 00:00:00,2019-09-11,
55,F29469,2019-09-11 00:00:00,2019-09-11,
56,F29470,2019-09-11 00:00:00,2019-09-11,
57,F29471,2019-09-11 00:00:00,2019-09-11,
58,F29472,2019-09-11 00:00:00,2019-10-11,
59,F29473,2019-09-11 00:00:00,2019-10-11,
60,F29474,2019-09-11 00:00:00,2019-09-26,
61,F29475,2019-09-11 00:00:00,2019-09-11,
62,F29476,2019-09-11 00:00:00,2019-09-11,
63,F29477,2019-09-11 00:00:00,2019-11-10,
64,F29478,2019-09-11 00:00:00,2019-10-11,
65,F29479,2019-09-11 00:00:00,2019-09-11,
66,F29480,2019-09-12 00:00:00,2019-10-12,
67,F29481,2019-09-12 00:00:00,2019-10-12,
68,F29482,2019-09-12 00:00:00,2019-09-12,
69,F29483,2019-09-12 00:00:00,2019-09-12,
70,F29484,2019-09-12 00:00:00,2019-09-12,
71,F29485,2019-09-12 00:00:00,2019-09-27,2019-09-12
72,F29486,2019-09-12 00:00:00,2019-09-27,
73,F29487,2019-09-12 00:00:00,2019-10-12,
74,F29488,2019-09-12 00:00:00,2019-09-12,
75,F29489,2019-09-12 00:00:00,2019-10-12,
76,F29490,2019-09-12 00:00:00,2019-09-12,
77,F29491,2019-09-12 00:00:00,2019-09-27,
78,F29492,2019-09-12 00:00:00,2019-10-12,
79,F29493,2019-09-12 00:00:00,2019-10-12,
80,F29494,2019-09-12 00:00:00,2019-09-12,
81,F29495,2019-09-12 00:00:00,2019-09-12,
82,F29496,2019-09-12 00:00:00,2019-09-12,
83,F29497,2019-09-12 00:00:00,2019-09-12,
84,F29498,2019-09-12 00:00:00,2019-09-12,
85,F29499,2019-09-12 00:00:00,2019-09-12,
86,F29500,2019-09-13 00:00:00,2019-09-13,2019-09-13
87,F29501,2019-09-13 00:00:00,2019-09-13,
88,F29502,2019-09-13 00:00:00,2019-09-13,2019-09-17
89,F29503,2019-09-13 00:00:00,2019-09-13,
90,F29504,2019-09-13 00:00:00,2019-09-13,
91,F29505,2019-09-13 00:00:00,2019-09-13,
92,F29506,2019-09-13 00:00:00,2019-09-13,
93,F29507,2019-09-13 00:00:00,2019-10-13,
94,F29508,2019-09-13 00:00:00,2019-09-28,
95,F29509,2019-09-13 00:00:00,2019-10-13,
96,F29510,2019-09-13 00:00:00,2019-09-13,
97,F29511,2019-09-17 00:00:00,2019-09-17,
98,F29512,2019-09-17 00:00:00,2019-09-17,
99,F29513,2019-09-17 00:00:00,2019-09-17,
100,F29514,2019-09-17 00:00:00,2019-09-17,
101,F29515,2019-09-17 00:00:00,2019-09-17,
102,F29516,2019-09-17 00:00:00,2019-10-17,
103,F29517,2019-09-17 00:00:00,2019-09-17,
104,F29518,2019-09-17 00:00:00,2019-10-17,
105,,2019-09-17 00:00:00,2019-09-17,
106,F29520,2019-09-17 00:00:00,2019-09-17,
107,F29521,2019-09-17 00:00:00,2019-09-17,
108,F29522,2019-09-17 00:00:00,2019-09-17,
109,F29523,2019-09-17 00:00:00,2019-09-17,
110,F29524,2019-09-17 00:00:00,2019-09-17,
111,F29525,2019-09-10 00:00:00,2019-09-17,
112,F29526,2019-09-18 00:00:00,2019-09-18,
113,F29527,2019-09-18 00:00:00,2019-09-18,
114,F29528,2019-09-18 00:00:00,2019-10-03,2019-09-18
115,F29529,2019-09-18 00:00:00,2019-09-18,
116,F29530,2019-09-18 00:00:00,2019-10-03,
117,F29531,2019-09-18 00:00:00,2019-09-18,
118,F29532,2019-09-06 00:00:00,2019-09-18,
119,F29533,2019-09-18 00:00:00,2019-10-18,2019-09-26
120,F29534,2019-09-18 00:00:00,2019-10-03,
121,F29535,2019-09-18 00:00:00,2019-09-18,
122,F29536,2019-09-18 00:00:00,2019-09-18,
123,F29537,2019-09-18 00:00:00,2019-10-18,
124,F29538,2019-09-18 00:00:00,2019-10-18,
125,F29539,2019-09-18 00:00:00,2019-09-18,
126,F29540,2019-09-18 00:00:00,2019-09-18,
127,F29541,2019-09-18 00:00:00,2019-09-18,
128,F29542,2019-09-18 00:00:00,2019-10-03,
129,F29543,2019-09-18 00:00:00,2019-10-18,
130,F29544,2019-09-19 00:00:00,2019-09-19,
131,F29545,2019-09-19 00:00:00,2019-09-19,
132,F29546,2019-09-10 00:00:00,2019-09-19,
133,F29547,2019-09-19 00:00:00,2019-10-04,
134,F29548,2019-09-19 00:00:00,2019-09-19,
135,F29549,2019-09-19 00:00:00,2019-10-04,
136,F29550,2019-09-19 00:00:00,2019-09-19,
137,F29551,2019-09-19 00:00:00,2019-09-19,
138,F29552,2019-09-19 00:00:00,2019-09-19,
139,F29553,2019-09-10 00:00:00,2019-10-19,
140,F29554,2019-09-13 00:00:00,2019-11-03,2019-10-04
141,F29555,2019-09-19 00:00:00,2019-09-19,
142,F29556,2019-09-19 00:00:00,2019-09-19,
143,F29557,2019-09-19 00:00:00,2019-09-19,
144,F29558,2019-09-19 00:00:00,2019-11-18,2019-09-19
145,F29559,2019-09-19 00:00:00,2019-11-18,2019-10-02
146,F29560,2019-09-19 00:00:00,2019-09-19,
147,F29561,2019-09-19 00:00:00,2019-09-19,
148,F29562,2019-09-19 00:00:00,2019-09-19,
149,F29563,2019-09-19 00:00:00,2019-10-04,
150,F29564,2019-09-13 00:00:00,2019-10-19,
151,F29565,2019-09-19 00:00:00,2019-09-19,
152,F29566,2019-09-19 00:00:00,2019-09-19,
153,F29567,2019-09-19 00:00:00,2019-11-18,
154,F29568,2019-09-20 00:00:00,2019-09-20,
155,F29569,2019-09-20 00:00:00,2019-11-19,
156,F29570,2019-09-20 00:00:00,2019-09-20,2019-09-20
157,F29571,2019-09-20 00:00:00,2019-09-20,
158,F29572,2019-09-25 00:00:00,2019-09-20,
159,F29573,2019-09-20 00:00:00,2019-11-19,2019-09-20
160,F29574,2019-09-20 00:00:00,2019-09-20,
161,F29575,2019-09-20 00:00:00,2019-11-19,
162,F29576,2019-09-20 00:00:00,2019-10-20,
163,F29577,2019-09-20 00:00:00,2019-09-20,
164,F29578,2019-09-20 00:00:00,2019-09-20,2019-09-30
165,F29579,2019-09-20 00:00:00,2019-09-20,
166,F29580,2019-09-05 00:00:00,2019-09-20,
167,F29581,2019-09-20 00:00:00,2019-09-20,
168,F29582,2019-09-10 00:00:00,2019-10-20,
169,F29583,2019-09-19 00:00:00,2019-09-20,
170,F29584,2019-09-19 00:00:00,2019-09-20,
171,F29585,2019-09-19 00:00:00,2019-09-20,
172,F29586,2019-09-20 00:00:00,2019-11-24,
173,F29587,2019-09-17 00:00:00,2019-09-20,
174,F29588,2019-09-18 00:00:00,2019-09-20,
175,F29589,2019-09-18 00:00:00,2019-09-20,
176,F29590,2019-09-18 00:00:00,2019-09-20,
177,F29591,2019-09-18 00:00:00,2019-09-20,
178,F29592,2019-09-18 00:00:00,2019-09-20,
179,F29593,2019-09-20 00:00:00,2019-09-20,
180,F29594,2019-09-19 00:00:00,2019-10-05,
181,F29595,2019-09-20 00:00:00,2019-09-20,
182,F29596,2019-09-17 00:00:00,2019-10-05,
183,F29597,2019-09-23 00:00:00,2019-10-08,
184,F29598,2019-09-23 00:00:00,2019-09-23,
185,F29599,2019-09-06 00:00:00,2019-10-23,
186,F29600,2019-09-23 00:00:00,2019-10-08,
187,F29601,2019-09-23 00:00:00,2019-10-08,
188,F29602,2019-09-23 00:00:00,2019-10-08,
189,F29603,2019-09-23 00:00:00,2019-09-23,2019-09-23
190,F29604,2019-09-23 00:00:00,2019-09-23,
191,F29605,2019-09-23 00:00:00,2019-09-23,
192,F29606,2019-09-23 00:00:00,2019-09-23,
193,F29607,2019-09-20 00:00:00,2019-10-23,2019-09-23
194,F29608,2019-09-20 00:00:00,2019-10-23,
195,F29609,2019-09-23 00:00:00,2019-09-23,
196,F29610,2019-09-23 00:00:00,2019-09-23,
197,F29611,2019-09-23 00:00:00,2019-09-23,
198,F29612,2019-09-25 00:00:00,2019-10-08,2019-09-23
199,F29613,2019-09-18 00:00:00,2019-10-08,2019-09-23
200,F29614,2019-09-25 00:00:00,2019-10-08,
201,F29615,2019-09-18 00:00:00,2019-10-08,2019-09-23
202,F29616,2019-09-18 00:00:00,2019-10-08,
203,F29617,2019-09-23 00:00:00,2019-10-23,
204,F29618,2019-09-23 00:00:00,2019-10-23,
205,F29619,2019-09-13 00:00:00,2019-09-23,
206,F29620,2019-09-09 00:00:00,2019-09-23,
207,F29621,,2019-10-23,
208,F29622,2019-09-23 00:00:00,2019-09-23,
209,F29623,2019-09-24 00:00:00,2019-09-24,
210,F29624,2019-09-24 00:00:00,2019-10-09,
211,F29625,2019-09-24 00:00:00,2019-09-24,
212,F29626,2019-09-23 00:00:00,2019-09-24,
213,F29627,2019-09-24 00:00:00,2019-09-24,
214,F29628,2019-09-24 00:00:00,2019-09-24,2019-09-24
215,F29629,2019-09-24 00:00:00,2019-09-24,
216,F29630,2019-09-24 00:00:00,2019-09-24,
217,F29631,2019-09-24 00:00:00,2019-09-24,
218,F29632,2019-09-24 00:00:00,2019-09-24,
219,F29633,2019-09-24 00:00:00,2019-11-23,
220,F29634,2019-09-24 00:00:00,2019-09-24,
221,F29635,2019-09-23 00:00:00,2019-09-24,
222,F29636,2019-09-23 00:00:00,2019-09-24,
223,F29637,2019-09-23 00:00:00,2019-09-24,
224,F29638,2019-09-24 00:00:00,2019-09-24,
225,F29639,2019-09-25 00:00:00,2019-10-25,2019-09-26
226,F29640,2019-09-25 00:00:00,2019-09-25,
227,F29641,2019-09-13 00:00:00,2019-09-25,
228,F29642,2019-09-25 00:00:00,2019-10-25,
229,F29643,2019-09-25 00:00:00,2019-09-25,
230,F29644,2019-09-25 00:00:00,2019-09-25,2019-09-25
231,F29645,2019-09-25 00:00:00,2019-09-25,
232,F29646,2019-09-25 00:00:00,2019-09-25,
233,F29647,2019-09-20 00:00:00,2019-10-25,
234,F29648,2019-09-25 00:00:00,2019-09-25,
235,F29649,2019-09-25 00:00:00,2019-10-10,
236,F29650,2019-09-26 00:00:00,2019-10-26,
237,F29651,2019-09-26 00:00:00,2019-10-26,
238,F29652,2019-09-26 00:00:00,2019-09-26,
239,F29653,2019-09-26 00:00:00,2019-09-26,
240,F29654,2019-09-26 00:00:00,2019-09-26,
241,F29655,2019-09-26 00:00:00,2019-09-26,
242,F29656,2019-09-26 00:00:00,2019-09-26,
243,F29657,2019-09-20 00:00:00,2019-09-26,
244,F29658,2019-09-23 00:00:00,2019-10-04,
245,F29659,2019-09-26 00:00:00,2019-09-26,
246,F29660,2019-09-26 00:00:00,2019-10-26,
247,F29661,2019-09-26 00:00:00,2019-09-26,
248,F29662,2019-09-26 00:00:00,2019-09-26,
249,F29663,2019-09-26 00:00:00,2019-10-26,
250,F29664,2019-09-26 00:00:00,2019-09-26,
251,F29665,2019-09-24 00:00:00,2019-09-26,
252,F29666,2019-09-25 00:00:00,2019-09-26,
253,F29667,2019-09-24 00:00:00,2019-09-26,
254,F29668,2019-09-24 00:00:00,2019-09-26,
255,F29669,2019-09-24 00:00:00,2019-09-26,
256,F29670,2019-09-26 00:00:00,2019-09-26,
257,F29671,2019-09-26 00:00:00,2019-09-26,
258,F29672,2019-09-26 00:00:00,2019-10-11,
259,F29673,2019-09-26 00:00:00,2019-11-25,
260,F29674,2019-09-27 00:00:00,2019-09-27,
261,F29675,2019-09-27 00:00:00,2019-10-12,2019-09-27
262,F29676,2019-09-18 00:00:00,2019-09-27,
263,F29677,2019-09-27 00:00:00,2019-10-27,
264,F29678,2019-09-27 00:00:00,2019-09-27,
265,F29679,2019-09-27 00:00:00,2019-09-27,
266,F29680,2019-09-20 00:00:00,2019-09-27,
267,F29681,2019-09-27 00:00:00,2019-09-27,
268,F29682,2019-09-27 00:00:00,2019-09-27,
269,F29683,2019-09-27 00:00:00,2019-10-12,
270,F29684,2019-09-27 00:00:00,2019-09-27,
271,F29685,2019-09-19 00:00:00,2019-09-27,
272,F29686,2019-09-27 00:00:00,2019-09-27,2019-09-30
273,F29687,2019-09-27 00:00:00,2019-11-26,
274,F29688,2019-09-19 00:00:00,2019-09-27,
275,F29689,2019-09-27 00:00:00,2019-10-12,
276,F29690,2019-09-27 00:00:00,2019-09-27,
277,F29691,2019-09-30 00:00:00,2019-10-30,
278,F29692,2019-09-30 00:00:00,2019-09-30,
279,F29693,2019-09-30 00:00:00,2019-09-30,
280,F29694,2019-09-30 00:00:00,2019-09-30,
281,F29695,2019-09-30 00:00:00,2019-09-30,
282,F29696,2019-09-30 00:00:00,2019-09-30,
283,F29697,2019-09-30 00:00:00,2019-09-30,
284,F29698,2019-09-20 00:00:00,2019-09-30,
285,F29699,2019-09-30 00:00:00,2019-09-30,
286,F29700,2019-09-30 00:00:00,2019-09-30,
287,F29701,2019-09-12 00:00:00,2019-09-30,
288,F29702,2019-09-30 00:00:00,2019-09-30,
289,F29703,2019-09-30 00:00:00,2019-09-30,
290,F29704,2019-09-30 00:00:00,2019-09-30,
291,F29705,2019-09-30 00:00:00,2019-09-30,
292,F29706,2019-09-30 00:00:00,2019-09-30,
293,F29707,2019-09-30 00:00:00,2019-09-30,
294,F29708,2019-09-30 00:00:00,2019-09-30,
295,F29709,2019-09-30 00:00:00,2019-09-30,
296,F29710,2019-09-30 00:00:00,2019-09-30,
297,F29711,2019-09-30 00:00:00,2019-09-30,
298,F29712,2019-09-30 00:00:00,2019-09-30,
299,F29713,2019-09-30 00:00:00,2019-09-30,
300,F29714,2019-09-30 00:00:00,2019-09-30,
301,F29715,2019-09-30 00:00:00,2019-09-30,
302,F29716,2019-09-30 00:00:00,2019-09-30,
303,F29717,2019-09-30 00:00:00,2019-09-30,
304,F29718,2019-09-30 00:00:00,2019-09-30,
305,F29719,2019-09-30 00:00:00,2019-10-30,
306,F29720,2019-09-30 00:00:00,2019-09-30,
307,F29721,2019-09-30 00:00:00,2019-09-30,
308,F29722,2019-09-30 00:00:00,2019-09-30,
309,F29723,2019-09-30 00:00:00,2019-09-30,
310,F29724,2019-09-30 00:00:00,2019-09-30,
311,F29725,2019-09-30 00:00:00,2019-09-30,
312,F29726,2019-09-30 00:00:00,2019-09-30,
313,F29727,2019-09-30 00:00:00,2019-09-30,
314,F29728,2019-09-30 00:00:00,2019-09-30,
315,F29729,2019-09-30 00:00:00,2019-09-30,
316,F29730,2019-09-30 00:00:00,2019-09-30,
317,F29731,2019-09-30 00:00:00,2019-09-30,
318,F29732,2019-09-30 00:00:00,2019-09-30,
319,F29733,2019-09-30 00:00:00,2019-09-30,
320,F29734,2019-09-27 00:00:00,2019-11-01,
321,F29735,2019-10-02 00:00:00,2019-10-02,
322,F29736,2019-10-02 00:00:00,2019-11-01,
323,F29737,2019-10-02 00:00:00,2019-10-17,
324,F29738,2019-09-30 00:00:00,2019-11-01,
325,F29739,2019-10-02 00:00:00,2019-10-02,
326,F29740,2019-10-02 00:00:00,2019-10-02,
327,F29741,2019-10-02 00:00:00,2019-10-02,
328,F29742,2019-10-02 00:00:00,2019-10-02,
329,F29743,2019-10-02 00:00:00,2019-11-01,
330,F29744,2019-09-09 00:00:00,2019-10-02,
331,F29745,2019-10-02 00:00:00,2019-10-02,
332,F29746,2019-10-02 00:00:00,2019-10-02,
333,F29747,2019-10-02 00:00:00,2019-10-02,
334,F29748,2019-10-02 00:00:00,2019-10-02,
335,F29749,2019-09-17 00:00:00,2019-10-02,
336,F29750,2019-10-02 00:00:00,2019-10-17,
337,F29751,2019-10-02 00:00:00,2019-10-10,2019-10-02
338,F29752,2019-10-02 00:00:00,2019-10-02,
339,F29753,2019-10-02 00:00:00,2019-10-10,
340,F29754,2019-10-04 00:00:00,2019-11-02,
341,F29755,2019-09-25 00:00:00,2019-11-02,
342,F29756,2019-10-03 00:00:00,2019-11-02,
343,F29757,2019-10-04 00:00:00,2019-10-03,
344,F29758,2019-10-03 00:00:00,2019-10-03,
345,F29759,2019-10-03 00:00:00,2019-10-03,
346,F29760,2019-09-23 00:00:00,2019-10-03,
347,F29763,2019-10-03 00:00:00,2019-10-03,
348,F29764,2019-10-03 00:00:00,2019-11-02,2019-10-04
349,F29765,2019-10-03 00:00:00,2019-10-03,
350,F29766,2019-10-03 00:00:00,2019-10-03,
351,F29767,2019-10-02 00:00:00,2019-10-03,
352,F29768,2019-10-03 00:00:00,2019-10-03,
353,F29769,2019-10-03 00:00:00,2019-10-18,
354,F29770,2019-10-03 00:00:00,2019-10-03,
355,F29771,2019-09-03 00:00:00,2019-11-02,
356,F29772,2019-10-03 00:00:00,2019-10-18,2019-10-03
357,F29773,2019-10-03 00:00:00,2019-10-18,
358,F29774,2019-10-03 00:00:00,2019-10-18,
359,F29775,2019-10-03 00:00:00,2019-10-03,
360,F29776,2019-10-03 00:00:00,2019-10-03,
361,F29777,2019-10-02 00:00:00,2019-10-03,
362,F29778,2019-10-02 00:00:00,2019-10-03,
363,F29779,2019-10-03 00:00:00,2019-10-18,
364,F29780,2019-10-04 00:00:00,2019-11-03,
365,F29781,2019-09-25 00:00:00,2019-11-03,
366,F29782,2019-10-04 00:00:00,2019-11-03,
367,F29783,2019-09-25 00:00:00,2019-10-04,
368,F29784,2019-09-26 00:00:00,2019-11-03,
369,F29785,2019-10-04 00:00:00,2019-10-04,
370,F29786,2019-09-12 00:00:00,2019-10-04,
371,F29787,2019-10-04 00:00:00,2019-10-04,
372,F29788,2019-10-04 00:00:00,2019-10-19,
373,F29789,2019-10-04 00:00:00,2019-10-04,
374,F29790,2019-09-30 00:00:00,2019-10-04,
375,F29791,2019-10-04 00:00:00,2019-10-04,
376,F29792,2019-09-24 00:00:00,2019-10-04,
377,F29793,2019-09-25 00:00:00,2019-10-04,
378,F29794,2019-10-04 00:00:00,2019-10-04,
379,F29795,2019-09-26 00:00:00,2019-11-03,
380,F29796,2019-10-04 00:00:00,2019-10-19,
381,F29797,2019-10-04 00:00:00,2019-10-04,
382,F29798,2019-10-04 00:00:00,2019-10-04,
383,F29799,2019-10-04 00:00:00,2019-11-03,
384,F29800,2019-10-04 00:00:00,2019-10-04,
385,F29801,2019-09-13 00:00:00,2019-11-18,
386,F29802,2019-10-04 00:00:00,2019-11-03,2019-10-04
387,F29803,2019-10-03 00:00:00,2019-11-03,
388,F29804,2019-10-04 00:00:00,2019-11-03,
389,F29805,2019-10-04 00:00:00,2019-10-04,
390,F29806,2019-10-04 00:00:00,2019-10-04,
391,F29807,2019-09-25 00:00:00,2019-11-03,
392,F29808,2019-10-04 00:00:00,2019-10-04,
393,F29809,2019-09-24 00:00:00,2019-10-04,
394,F29810,2019-10-04 00:00:00,2019-10-04,
395,F29811,2019-10-04 00:00:00,2019-10-04,
396,F29812,2019-10-01 00:00:00,2019-11-06,
397,F29813,2019-10-07 00:00:00,2019-10-07,
398,F29814,2019-09-09 00:00:00,2019-11-06,
399,F29815,2019-10-07 00:00:00,2019-10-07,
400,F29816,2019-10-07 00:00:00,2019-10-07,
401,F29817,2019-10-07 00:00:00,2019-10-07,
402,F29818,2019-10-07 00:00:00,2019-10-07,
403,F29819,2019-09-04 00:00:00,2019-10-22,
404,F29820,2019-10-07 00:00:00,2019-10-07,
405,F29821,2019-10-01 00:00:00,2019-10-07,
406,F29822,2019-09-24 00:00:00,2019-10-07,
407,F29823,2019-10-07 00:00:00,2019-10-07,
408,F29824,2019-10-04 00:00:00,2019-10-23,
409,F29825,2019-10-08 00:00:00,2019-11-07,
410,F29826,2019-10-08 00:00:00,2019-10-08,
411,F29827,2019-10-08 00:00:00,2019-10-23,2019-10-08
412,F29828,2019-10-04 00:00:00,2019-10-23,
413,F29829,2019-10-08 00:00:00,2019-10-08,
414,F29830,2019-09-20 00:00:00,2019-10-08,
415,F29831,2019-10-08 00:00:00,2019-10-23,
416,F29832,2019-10-08 00:00:00,2019-10-08,
417,F29833,2019-10-08 00:00:00,2019-10-23,
418,F29834,2019-10-08 00:00:00,2019-10-08,
419,F29835,2019-10-08 00:00:00,2019-10-08,
420,F29836,2019-10-08 00:00:00,2019-10-08,
421,F29837,2019-10-08 00:00:00,2019-10-08,
422,F29838,2019-10-09 00:00:00,2019-10-09,
423,F29839,2019-10-09 00:00:00,2019-10-09,
424,F29840,2019-10-09 00:00:00,2019-10-09,
425,F29841,2019-10-01 00:00:00,2019-10-09,
426,F29842,2019-10-09 00:00:00,2019-10-09,
427,F29843,2019-10-09 00:00:00,2019-10-09,
428,F29844,2019-10-04 00:00:00,2019-10-09,
429,F29845,2019-10-04 00:00:00,2019-10-09,
430,F29846,2019-10-04 00:00:00,2019-10-09,
431,F29847,2019-10-04 00:00:00,2019-10-09,
432,F29848,2019-10-09 00:00:00,2019-11-08,
433,F29849,2019-10-09 00:00:00,2019-10-09,
434,F29850,2019-10-09 00:00:00,2019-10-24,
435,F29851,2019-09-27 00:00:00,2019-10-09,
436,F29852,2019-10-03 00:00:00,2019-10-25,
437,F29853,2019-10-04 00:00:00,2019-10-10,
438,F29854,2019-10-04 00:00:00,2019-11-09,
439,F29855,2019-10-10 00:00:00,2019-10-10,
440,F29856,2019-10-10 00:00:00,2019-10-10,
441,F29857,2019-10-10 00:00:00,2019-10-10,
442,F29858,2019-09-10 00:00:00,2019-10-10,2019-10-10
443,F29859,2019-09-10 00:00:00,2019-10-10,
444,F29860,2019-10-03 00:00:00,2019-10-10,
445,F29861,2019-10-04 00:00:00,2019-11-09,
446,F29862,2019-10-10 00:00:00,2019-10-10,
447,F29863,2019-10-10 00:00:00,2019-10-10,
448,F29864,2019-10-10 00:00:00,2019-10-25,2019-10-10
449,F29865,2019-10-10 00:00:00,2019-10-25,
450,F29866,2019-10-10 00:00:00,2019-10-25,
451,F29867,2019-10-10 00:00:00,2019-10-10,
452,F29868,2019-10-10 00:00:00,2019-10-10,
453,F29869,2019-10-04 00:00:00,2019-12-09,
454,F29870,2019-10-07 00:00:00,2019-10-18,
455,F29871,2019-10-10 00:00:00,2019-10-10,
456,F29872,2019-10-10 00:00:00,2019-10-10,
457,F29873,2019-10-11 00:00:00,2019-11-10,
458,F29874,2019-10-11 00:00:00,2019-10-26,2019-10-11
459,F29875,2019-09-30 00:00:00,2019-10-11,
460,F29876,2019-10-11 00:00:00,2019-10-11,
461,F29877,2019-10-11 00:00:00,2019-10-26,
462,F29878,2019-10-11 00:00:00,2019-10-11,
463,F29879,2019-10-11 00:00:00,2019-11-10,
464,F29880,2019-10-02 00:00:00,2019-10-19,
465,F29881,2019-10-11 00:00:00,2019-10-11,
466,F29882,2019-10-11 00:00:00,2019-10-11,
467,F29883,2019-09-30 00:00:00,2019-10-11,
468,F29884,2019-10-11 00:00:00,2019-10-11,
469,F29885,2019-10-11 00:00:00,2019-10-11,
470,F29886,2019-10-08 00:00:00,2019-10-11,
471,F29887,2019-10-11 00:00:00,2019-10-11,
472,F29888,2019-10-11 00:00:00,2019-10-11,
473,F29889,2019-10-11 00:00:00,2019-10-11,
474,F29890,2019-09-26 00:00:00,2019-11-13,
475,F29891,2019-10-11 00:00:00,2019-11-13,
476,F29892,2019-09-26 00:00:00,2019-11-13,
477,F29893,2019-10-07 00:00:00,2019-11-13,
478,F29894,2019-09-30 00:00:00,2019-10-14,
479,F29895,2019-10-02 00:00:00,2019-10-14,
480,F29896,2019-10-14 00:00:00,2019-10-14,
481,F29897,2019-10-09 00:00:00,2019-11-13,
482,F29898,,2019-10-14,
483,F29899,2019-10-04 00:00:00,2019-10-14,
484,F29900,2019-10-14 00:00:00,2019-10-14,
485,F29901,2019-10-14 00:00:00,2019-10-14,
486,F29902,2019-10-15 00:00:00,2019-10-15,
487,F29903,2019-10-15 00:00:00,2019-10-15,
488,F29904,2019-10-15 00:00:00,2019-10-15,
489,F29905,2019-10-04 00:00:00,2019-11-14,
490,F29906,2019-10-08 00:00:00,2019-10-15,2019-10-15
491,F29907,2019-10-15 00:00:00,2019-11-14,
492,F29908,2019-10-15 00:00:00,2019-10-15,
493,F29909,2019-10-15 00:00:00,2019-10-15,
494,F29910,2019-10-15 00:00:00,2019-10-15,
495,F29911,2019-10-09 00:00:00,2019-11-14,
496,F29912,2019-10-08 00:00:00,2019-10-15,
497,F29913,2019-10-15 00:00:00,2019-10-15,
498,F29914,2019-10-09 00:00:00,2019-10-16,
499,F29915,2019-10-07 00:00:00,2019-10-16,
500,F29916,2019-10-16 00:00:00,2019-10-16,
501,F29917,2019-10-16 00:00:00,2019-10-16,
502,F29918,2019-10-16 00:00:00,2019-10-16,
503,F29919,2019-10-17 00:00:00,2019-11-30,
504,F29920,2019-10-16 00:00:00,2019-10-16,
505,F29921,2019-10-11 00:00:00,2019-10-16,
